rsn,mag,Rrup,Rhyp,Vs30,Ztor,eqH,X1a,X1b,X1bi,eqid,ssn,eqUTMx,eqUTMy,staUTMx,staUTMy,eqLat,eqLon,staLat,staLon,c4,c_g1,phi1,Xrup,X2,X3,Res_tot0.01S
3719,4.95,43.2860688,44.7585827,693.6,3.185,4.97,1,1,1,68,170,284.040178556495,2595.97445785146,326.762609428157,2583.37343809175,23.4595,120.8858,23.3508333333333,121.305333333333,-2.1,-0.008798,-0.510415026,43.2860688,0.769139396122652,-0.488077486240054,-0.843226152694089
3720,4.95,39.1842759,41.7387277,528.824128389355,3.185,4.97,1,1,1,68,282,284.040178556495,2595.97445785146,258.702362206374,2563.27762786148,23.4595,120.8858,23.1608399835983,120.643112384399,-2.1,-0.008798,-0.510415026,39.1842759,0.718623291494423,-0.759316995636951,-0.622254345509151
3721,4.95,33.177952,35.7634053,650.81,3.185,4.97,1,1,1,68,331,284.040178556495,2595.97445785146,271.253692975583,2563.06052897881,23.4595,120.8858,23.1606666666667,120.765666666667,-2.1,-0.008798,-0.510415026,33.177952,0.629834982269393,-0.551755170775805,0.181091623996824
3722,4.95,24.2814658,26.8972694,502.7652,3.185,4.97,1,1,1,68,335,284.040178556495,2595.97445785146,266.829290378218,2575.96234802375,23.4595,120.8858,23.2765,120.7205,-2.1,-0.008798,-0.510415026,24.2814658,0.45326678977885,-0.809849649796085,0.0873112255059332
3723,4.95,42.0728769,44.097577,431.5926,3.185,4.97,1,1,1,68,730,284.040178556495,2595.97445785146,308.028415840065,2559.42180830372,23.4595,120.8858,23.1325,121.125166666667,-2.1,-0.008798,-0.510415026,42.0728769,0.754935162812818,-0.96249082397449,0.896153922127145
3724,4.95,31.9000505,33.8356656,902.74,3.185,4.97,1,1,1,68,740,284.040178556495,2595.97445785146,297.851058762384,2565.59301614878,23.4595,120.8858,23.187,121.025,-2.1,-0.008798,-0.510415026,31.9000505,0.608204359568253,-0.224538328874088,0.670978836250395
3725,4.85,33.7956658,35.2528282,789.3698,11.982,13.84,1,1,1,69,148,331.447016317132,2637.68487990677,349.009412453359,2610.51985415078,23.8417,121.345,23.5981666666667,121.520166666667,-2.1,-0.008798,-0.510415026,33.7956658,0.632493592049548,-0.358738006113431,-0.0149808113666943
3726,4.85,24.4774921,25.7405615,445.753057832073,11.982,13.84,1,1,1,69,151,331.447016317132,2637.68487990677,339.35700532632,2617.54478306647,23.8417,121.345,23.6606666666667,121.424833333333,-2.1,-0.008798,-0.510415026,24.4774921,0.448431052787524,-0.930207795015667,0.866681424624731
3727,4.85,32.9866954,35.6064673,378.853107015987,11.982,13.84,1,1,1,69,153,331.447016317132,2637.68487990677,360.242334550459,2653.41313648874,23.8417,121.345,23.9865,121.626166666667,-2.1,-0.008798,-0.510415026,32.9866954,0.619102487300526,-1.09282436218542,-0.787410175982266
3728,4.85,32.8754086,35.4834672,461.071508089002,11.982,13.84,1,1,1,69,155,331.447016317132,2637.68487990677,359.85647600414,2653.84142957448,23.8417,121.345,23.9903333333333,121.622333333333,-2.1,-0.008798,-0.510415026,32.8754086,0.6172274006994,-0.896419765578325,-0.00709716794846482
3729,4.85,31.0072557,33.5851929,360.837142169834,11.982,13.84,1,1,1,69,157,331.447016317132,2637.68487990677,357.064179115902,2654.42274140383,23.8417,121.345,23.9953333333333,121.594833333333,-2.1,-0.008798,-0.510415026,31.0072557,0.584502064120032,-1.14154618488659,0.611320558132315
3730,4.85,33.6949065,36.3009274,409.7805,11.982,13.84,1,1,1,69,158,331.447016317132,2637.68487990677,360.773914173232,2654.01706401668,23.8417,121.345,23.992,121.631333333333,-2.1,-0.008798,-0.510415026,33.6949065,0.630848314516241,-1.01435126122116,-0.297809730142413
3731,4.85,30.1732791,32.8168832,336.757029802997,11.982,13.84,1,1,1,69,159,331.447016317132,2637.68487990677,357.415365784738,2652.22276041727,23.8417,121.345,23.9755,121.5985,-2.1,-0.008798,-0.510415026,30.1732791,0.569093084451779,-1.21061122119803,-0.128653627100917
3732,4.85,30.5265998,33.1847763,279.955207166853,11.982,13.84,1,1,1,69,160,331.447016317132,2637.68487990677,358.139833759649,2651.73567497707,23.8417,121.345,23.9711666666667,121.605666666667,-2.1,-0.008798,-0.510415026,30.5265998,0.575684042705028,-1.3953432957385,-0.541656746421343
3733,4.85,27.2646484,29.8964912,445.5997,11.982,13.84,1,1,1,69,161,331.447016317132,2637.68487990677,353.766264065052,2651.96417303129,23.8417,121.345,23.9728333333333,121.562666666667,-2.1,-0.008798,-0.510415026,27.2646484,0.51107507519818,-0.93055189634309,0.116625714346646
3734,4.85,27.1676897,29.8378795,579.598145285935,11.982,13.84,1,1,1,69,162,331.447016317132,2637.68487990677,354.348961919757,2650.88767862684,23.8417,121.345,23.9631666666667,121.5685,-2.1,-0.008798,-0.510415026,27.1676897,0.509018226694383,-0.667637901254739,-0.188537518414697
3735,4.85,24.7400295,27.4503203,584.6815,11.982,13.84,1,1,1,69,163,331.447016317132,2637.68487990677,352.143976937662,2649.2489917751,23.8417,121.345,23.9481666666667,121.547,-2.1,-0.008798,-0.510415026,24.7400295,0.454657730659667,-0.658905657182667,0.124690068175947
3736,4.85,31.3541948,34.0030934,503.524672708963,11.982,13.84,1,1,1,69,165,331.447016317132,2637.68487990677,358.941080692622,2652.15230054574,23.8417,121.345,23.975,121.6135,-2.1,-0.008798,-0.510415026,31.3541948,0.590762948222863,-0.808340198347229,0.24118611276747
3737,4.85,14.687015,17.2974327,629.590766002099,11.982,13.84,1,1,1,69,166,331.447016317132,2637.68487990677,341.257555348085,2634.28428630364,23.8417,121.345,23.812,121.441666666667,-2.1,-0.008798,-0.510415026,14.687015,0.152794228705179,-0.584902881162304,-0.095035597789578
3738,4.85,37.6584326,39.9506215,623.13,11.982,13.84,1,1,1,69,169,331.447016317132,2637.68487990677,358.141939854137,2663.91785351052,23.8417,121.345,24.0811666666667,121.6045,-2.1,-0.008798,-0.510415026,37.6584326,0.691083262858531,-0.595217746950259,-1.15019343140036
3739,4.85,35.1841527,37.5618867,434.5623,11.982,13.84,1,1,1,69,173,331.447016317132,2637.68487990677,357.501550828712,2660.87865833137,23.8417,121.345,24.0536666666667,121.5985,-2.1,-0.008798,-0.510415026,35.1841527,0.654534764947835,-0.955633594080249,-0.31072970521694
3740,4.85,33.2867629,35.813423,404.9129,11.982,13.84,1,1,1,69,174,331.447016317132,2637.68487990677,358.577071075333,2656.51191786295,23.8417,121.345,24.0143333333333,121.6095,-2.1,-0.008798,-0.510415026,33.2867629,0.624118330729948,-1.02630092945733,0.20384314078723
3741,4.85,26.5632033,29.3188019,597.1338,11.982,13.84,1,1,1,69,175,331.447016317132,2637.68487990677,355.250708708154,2647.79608329941,23.8417,121.345,23.9353333333333,121.577666666667,-2.1,-0.008798,-0.510415026,26.5632033,0.496003808699452,-0.63783170282204,-0.736756744257885
3742,4.85,16.5137989,18.9793811,594.059405940594,11.982,13.84,1,1,1,69,176,331.447016317132,2637.68487990677,342.684162814542,2631.16764772748,23.8417,121.345,23.784,121.456,-2.1,-0.008798,-0.510415026,16.5137989,0.219175102087963,-0.642993587343408,0.286038856362084
3743,4.85,20.2444952,22.7004272,593.824228028503,11.982,13.84,1,1,1,69,177,331.447016317132,2637.68487990677,347.162038080596,2628.91687059065,23.8417,121.345,23.76411,121.50017,-2.1,-0.008798,-0.510415026,20.2444952,0.337258605667064,-0.643389548544385,-0.0102825748075337
3744,4.85,20.1083715,21.6681984,636.26723223754,11.982,13.84,1,1,1,69,178,331.447016317132,2637.68487990677,338.905486651643,2622.82893660874,23.8417,121.345,23.7083333333333,121.419833333333,-2.1,-0.008798,-0.510415026,20.1083715,0.333312816435007,-0.57435426014156,1.16954760976215
3745,4.85,24.5429738,26.3337465,392.7473,11.982,13.84,1,1,1,69,179,331.447016317132,2637.68487990677,345.284152330528,2620.120078568,23.8417,121.345,23.6845,121.482666666667,-2.1,-0.008798,-0.510415026,24.5429738,0.449990788005532,-1.05680650919645,0.52919170144049
3746,4.85,30.7045855,31.6881069,381.7765,11.982,13.84,1,1,1,69,180,331.447016317132,2637.68487990677,335.066678113127,2609.52626542606,23.8417,121.345,23.5878333333333,121.383666666667,-2.1,-0.008798,-0.510415026,30.7045855,0.578969073304339,-1.08513755285908,0.0436498039825945
3747,4.85,19.2316066,21.1635582,686.106346483705,11.982,13.84,1,1,1,69,181,331.447016317132,2637.68487990677,341.464226569064,2625.23730000074,23.8417,121.345,23.7303333333333,121.444666666667,-2.1,-0.008798,-0.510415026,19.2316066,0.307280021137915,-0.498940271966759,0.722565132059357
3748,4.85,26.7588806,28.9454646,544.464609800363,11.982,13.84,1,1,1,69,189,331.447016317132,2637.68487990677,351.922241226833,2622.63501843741,23.8417,121.345,23.7078333333333,121.5475,-2.1,-0.008798,-0.510415026,26.7588806,0.500253074868902,-0.730169967220963,-0.545316742701452
3749,4.85,30.0800649,31.890466,533.049040511727,11.982,13.84,1,1,1,69,190,331.447016317132,2637.68487990677,350.719841382981,2616.42711357336,23.8417,121.345,23.6516666666667,121.536333333333,-2.1,-0.008798,-0.510415026,30.0800649,0.567338580613341,-0.751359483308282,-0.613403258288945
3750,4.85,30.8427756,33.3561142,349.7937,11.982,13.84,1,1,1,69,194,331.447016317132,2637.68487990677,355.621782390493,2656.00613372913,23.8417,121.345,24.0095,121.5805,-2.1,-0.008798,-0.510415026,30.8427756,0.581503551588452,-1.17262935957567,0.147234586021082
3751,4.85,28.6393607,31.1951024,509.337860780985,11.982,13.84,1,1,1,69,195,331.447016317132,2637.68487990677,353.975748003147,2654.21392682604,23.8417,121.345,23.9931666666667,121.5645,-2.1,-0.008798,-0.510415026,28.6393607,0.53936093986477,-0.796861341719634,0.0900996557154454
3752,4.85,30.2589311,32.8592105,343.439358000428,11.982,13.84,1,1,1,69,196,331.447016317132,2637.68487990677,356.648930334903,2653.59628381362,23.8417,121.345,23.9878333333333,121.590833333333,-2.1,-0.008798,-0.510415026,30.2589311,0.570699460129668,-1.19096235711273,0.0966627967617346
3753,4.85,22.9063171,25.7651189,449.7421,11.982,13.84,1,1,1,69,197,331.447016317132,2637.68487990677,353.053736322239,2640.32444737923,23.8417,121.345,23.8676666666667,121.556833333333,-2.1,-0.008798,-0.510415026,22.9063171,0.409624212498674,-0.921298604344079,-0.0170364000478322
3754,4.85,22.1092686,24.6518888,525.6702,11.982,13.84,1,1,1,69,204,331.447016317132,2637.68487990677,346.652082272825,2651.26320147417,23.8417,121.345,23.9658333333333,121.492833333333,-2.1,-0.008798,-0.510415026,22.1092686,0.388871653219248,-0.765298891810712,-0.315836915908049
3755,4.85,18.8922112,21.7798349,265.844129730809,11.982,13.84,1,1,1,69,205,331.447016317132,2637.68487990677,348.016285737947,2640.70892845511,23.8417,121.345,23.8706666666667,121.507333333333,-2.1,-0.008798,-0.510415026,18.8922112,0.296906641936709,-1.44706275313277,0.407889080542323
3756,4.85,27.5330361,30.3326401,555.88,11.982,13.84,1,1,1,69,206,331.447016317132,2637.68487990677,357.658604140553,2644.24661812288,23.8417,121.345,23.9035,121.601666666667,-2.1,-0.008798,-0.510415026,27.5330361,0.516725181178988,-0.709420468088005,-1.09477615499354
3757,5.1,30.2280538,31.4842718,445.753057832073,14.469,15.84,1,1,1,70,151,324.314898814041,2640.15132696028,339.35700532632,2617.54478306647,23.8632,121.2747,23.6606666666667,121.424833333333,-2.1,-0.008798,-0.510415026,30.2280538,0.591288731534697,-0.930207795015667,0.334406779659255
3758,5.1,38.1713422,41.4159245,378.853107015987,14.469,15.84,1,1,1,70,153,324.314898814041,2640.15132696028,360.242334550459,2653.41313648874,23.8632,121.2747,23.9865,121.626166666667,-2.1,-0.008798,-0.510415026,38.1713422,0.715887770392191,-1.09282436218542,-1.28440628113786
3759,5.1,37.9578308,41.2169864,461.071508089002,14.469,15.84,1,1,1,70,155,324.314898814041,2640.15132696028,359.85647600414,2653.84142957448,23.8632,121.2747,23.9903333333333,121.622333333333,-2.1,-0.008798,-0.510415026,37.9578308,0.712998709293349,-0.896419765578325,-0.727166549149119
3760,5.1,35.7521065,39.0529926,360.837142169834,14.469,15.84,1,1,1,70,157,324.314898814041,2640.15132696028,357.064179115902,2654.42274140383,23.8632,121.2747,23.9953333333333,121.594833333333,-2.1,-0.008798,-0.510415026,35.7521065,0.681802088184627,-1.14154618488659,-0.239728347388818
3761,5.1,38.8135024,42.0674982,409.7805,14.469,15.84,1,1,1,70,158,324.314898814041,2640.15132696028,360.773914173232,2654.01706401668,23.8632,121.2747,23.992,121.631333333333,-2.1,-0.008798,-0.510415026,38.8135024,0.724444741181128,-1.01435126122116,-0.973224408393257
3762,5.1,35.3593463,38.6015668,336.757029802997,14.469,15.84,1,1,1,70,159,324.314898814041,2640.15132696028,357.415365784738,2652.22276041727,23.8632,121.2747,23.9755,121.5985,-2.1,-0.008798,-0.510415026,35.3593463,0.675976475422776,-1.21061122119803,-0.0595789711147949
3763,5.1,35.8574174,39.0783271,279.955207166853,14.469,15.84,1,1,1,70,160,324.314898814041,2640.15132696028,358.139833759649,2651.73567497707,23.8632,121.2747,23.9711666666667,121.605666666667,-2.1,-0.008798,-0.510415026,35.8574174,0.683349714194114,-1.3953432957385,-0.89178855189913
3764,5.1,32.17499,35.4457469,445.5997,14.469,15.84,1,1,1,70,161,324.314898814041,2640.15132696028,353.766264065052,2651.96417303129,23.8632,121.2747,23.9728333333333,121.562666666667,-2.1,-0.008798,-0.510415026,32.17499,0.625414775987179,-0.93055189634309,-0.954363134983879
3765,5.1,32.3541311,35.5872572,579.598145285935,14.469,15.84,1,1,1,70,162,324.314898814041,2640.15132696028,354.348961919757,2650.88767862684,23.8632,121.2747,23.9631666666667,121.5685,-2.1,-0.008798,-0.510415026,32.3541311,0.628425930341786,-0.667637901254739,-0.447269629777261
3766,5.1,30.0670199,33.2636422,584.6815,14.469,15.84,1,1,1,70,163,324.314898814041,2640.15132696028,352.143976937662,2649.2489917751,23.8632,121.2747,23.9481666666667,121.547,-2.1,-0.008798,-0.510415026,30.0670199,0.588346579213333,-0.658905657182667,-0.539388807812836
3767,5.1,36.6676895,39.8921945,503.524672708963,14.469,15.84,1,1,1,70,165,324.314898814041,2640.15132696028,358.941080692622,2652.15230054574,23.8632,121.2747,23.975,121.6135,-2.1,-0.008798,-0.510415026,36.6676895,0.695058056874533,-0.808340198347229,-0.443534472513643
3768,5.1,21.9554602,23.9128427,629.590766002099,14.469,15.84,1,1,1,70,166,324.314898814041,2640.15132696028,341.257555348085,2634.28428630364,23.8632,121.2747,23.812,121.441666666667,-2.1,-0.008798,-0.510415026,21.9554602,0.411529672771422,-0.584902881162304,-0.654169590115483
3769,5.1,44.7318144,48.1423449,460.9357,14.469,15.84,1,1,1,70,172,324.314898814041,2640.15132696028,360.215454625584,2667.99504756976,23.8632,121.2747,24.1181666666667,121.6245,-2.1,-0.008798,-0.510415026,44.7318144,0.794909552572406,-0.896714357830517,-0.911362735194078
3770,5.1,38.8220588,42.2160846,434.5623,14.469,15.84,1,1,1,70,173,324.314898814041,2640.15132696028,357.501550828712,2660.87865833137,23.8632,121.2747,24.0536666666667,121.5985,-2.1,-0.008798,-0.510415026,38.8220588,0.724557436730429,-0.955633594080249,-1.01308898821413
3771,5.1,37.7929798,41.12109,404.9129,14.469,15.84,1,1,1,70,174,324.314898814041,2640.15132696028,358.577071075333,2656.51191786295,23.8632,121.2747,24.0143333333333,121.6095,-2.1,-0.008798,-0.510415026,37.7929798,0.710752820906842,-1.02630092945733,-0.468570120659284
3772,5.1,32.4416801,35.5530854,597.1338,14.469,15.84,1,1,1,70,175,324.314898814041,2640.15132696028,355.250708708154,2647.79608329941,23.8632,121.2747,23.9353333333333,121.577666666667,-2.1,-0.008798,-0.510415026,32.4416801,0.629889930370799,-0.63783170282204,-0.829977618191711
3773,5.1,24.1539619,25.8566473,594.059405940594,14.469,15.84,1,1,1,70,176,324.314898814041,2640.15132696028,342.684162814542,2631.16764772748,23.8632,121.2747,23.784,121.456,-2.1,-0.008798,-0.510415026,24.1539619,0.465656557816068,-0.642993587343408,-0.662961541137556
3774,5.1,28.1488533,29.9760385,593.824228028503,14.469,15.84,1,1,1,70,177,324.314898814041,2640.15132696028,347.162038080596,2628.91687059065,23.8632,121.2747,23.76411,121.50017,-2.1,-0.008798,-0.510415026,28.1488533,0.551792228014997,-0.643389548544385,-0.835435405497576
3775,5.1,26.3801357,27.6685453,636.26723223754,14.469,15.84,1,1,1,70,178,324.314898814041,2640.15132696028,338.905486651643,2622.82893660874,23.8632,121.2747,23.7083333333333,121.419833333333,-2.1,-0.008798,-0.510415026,26.3801357,0.515439506252555,-0.57435426014156,0.652294095637285
3776,5.1,31.4335367,33.0717431,392.7473,14.469,15.84,1,1,1,70,179,324.314898814041,2640.15132696028,345.284152330528,2620.120078568,23.8632,121.2747,23.6845,121.482666666667,-2.1,-0.008798,-0.510415026,31.4335367,0.612725769995187,-1.05680650919645,-0.436625081859386
3777,5.1,35.3287032,36.2187402,381.7765,14.469,15.84,1,1,1,70,180,324.314898814041,2640.15132696028,335.066678113127,2609.52626542606,23.8632,121.2747,23.5878333333333,121.383666666667,-2.1,-0.008798,-0.510415026,35.3287032,0.67551836900064,-1.08513755285908,-0.423511433402445
3778,5.1,26.2296847,27.7207852,686.106346483705,14.469,15.84,1,1,1,70,181,324.314898814041,2640.15132696028,341.464226569064,2625.23730000074,23.8632,121.2747,23.7303333333333,121.444666666667,-2.1,-0.008798,-0.510415026,26.2296847,0.512221589471697,-0.498940271966759,-0.133533913402407
3779,5.1,34.3866337,36.3313781,544.464609800363,14.469,15.84,1,1,1,70,189,324.314898814041,2640.15132696028,351.922241226833,2622.63501843741,23.8632,121.2747,23.7078333333333,121.5475,-2.1,-0.008798,-0.510415026,34.3866337,0.66117501099636,-0.730169967220963,-0.552029374950711
3780,5.1,35.1436965,38.4896194,349.7937,14.469,15.84,1,1,1,70,194,324.314898814041,2640.15132696028,355.621782390493,2656.00613372913,23.8632,121.2747,24.0095,121.5805,-2.1,-0.008798,-0.510415026,35.1436965,0.672741405277977,-1.17262935957567,-0.531242206181027
3781,5.1,33.1089139,36.4341073,509.337860780985,14.469,15.84,1,1,1,70,195,324.314898814041,2640.15132696028,353.975748003147,2654.21392682604,23.8632,121.2747,23.9931666666667,121.5645,-2.1,-0.008798,-0.510415026,33.1089139,0.64088620658837,-0.796861341719634,-0.365223664172299
3782,5.1,35.1213099,38.4070791,343.439358000428,14.469,15.84,1,1,1,70,196,324.314898814041,2640.15132696028,356.648930334903,2653.59628381362,23.8632,121.2747,23.9878333333333,121.590833333333,-2.1,-0.008798,-0.510415026,35.1213099,0.672404076749516,-1.19096235711273,-0.559211742240508
3783,5.1,30.0521725,32.7726349,449.7421,14.469,15.84,1,1,1,70,197,324.314898814041,2640.15132696028,353.053736322239,2640.32444737923,23.8632,121.2747,23.8676666666667,121.556833333333,-2.1,-0.008798,-0.510415026,30.0521725,0.588074356962982,-0.921298604344079,0.045089550188937
3784,5.1,42.2413983,45.5551018,516.44,14.469,15.84,1,1,1,70,202,324.314898814041,2640.15132696028,349.257627752999,2674.71506104877,23.8632,121.2747,24.1778333333333,121.516,-2.1,-0.008798,-0.510415026,42.2413983,0.766987310207134,-0.783013796399868,-0.440556862603211
3785,5.1,26.2397284,29.5390361,525.6702,14.469,15.84,1,1,1,70,204,324.314898814041,2640.15132696028,346.652082272825,2651.26320147417,23.8632,121.2747,23.9658333333333,121.492833333333,-2.1,-0.008798,-0.510415026,26.2397284,0.51243704471081,-0.765298891810712,-0.215360513523346
3786,5.1,25.7458452,28.4785865,265.844129730809,14.469,15.84,1,1,1,70,205,324.314898814041,2640.15132696028,348.016285737947,2640.70892845511,23.8632,121.2747,23.8706666666667,121.507333333333,-2.1,-0.008798,-0.510415026,25.7458452,0.501733328268941,-1.44706275313277,-0.232866809552643
3787,5.1,34.1681563,37.099382,555.88,14.469,15.84,1,1,1,70,206,324.314898814041,2640.15132696028,357.658604140553,2644.24661812288,23.8632,121.2747,23.9035,121.601666666667,-2.1,-0.008798,-0.510415026,34.1681563,0.657775304471695,-0.709420468088005,-1.01468105782054
3788,6.43,66.8352768,68.6314242,229.62,7.74,10,1,1,1,71,5,304.404249321793,2634.51452717355,237.006230042357,2625.3327449085,23.81,121.08,23.7175,120.4205,-2.1,-0.008798,-0.510415026,66.8352768,1.06032251633888,-1.59354714304072,1.16361331031195
3789,6.43,92.5523197,95.1447535,272.9754,7.74,10,1,1,1,71,7,304.404249321793,2634.51452717355,212.163931064656,2612.74307115743,23.81,121.08,23.5996666666667,120.1795,-2.1,-0.008798,-0.510415026,92.5523197,1.15102268628043,-1.42059123047168,0.665307155943646
3790,6.43,57.8269817,59.6501246,422.684,7.74,10,1,1,1,71,9,304.404249321793,2634.51452717355,250.990737657192,2609.79430803052,23.81,121.08,23.5795,120.560166666667,-2.1,-0.008798,-0.510415026,57.8269817,1.01390644760413,-0.983348056754467,0.732958856434819
3791,6.43,86.8080552,89.9892262,209.4972,7.74,10,1,1,1,71,11,304.404249321793,2634.51452717355,221.926111931305,2599.69714608361,23.81,121.08,23.4836666666667,120.2775,-2.1,-0.008798,-0.510415026,86.8080552,1.13449935724739,-1.68526253758864,1.20661045028738
3792,6.43,63.5680208,66.8632294,816.86,7.74,10,1,1,1,71,13,304.404249321793,2634.51452717355,250.038902872506,2596.90135264319,23.81,121.08,23.463,120.553,-2.1,-0.008798,-0.510415026,63.5680208,1.04471109448066,-0.324505190159082,1.16179437403811
3793,6.43,103.8986,108.3434735,192.2214,7.74,10,1,1,1,71,15,304.404249321793,2634.51452717355,209.566639305405,2582.95919802158,23.81,121.08,23.3305,120.159833333333,-2.1,-0.008798,-0.510415026,103.8986,1.17948497620346,-1.77132507901658,0.331611275342361
3794,6.43,71.6086599,76.5043705,341.8024,7.74,10,1,1,1,71,17,304.404249321793,2634.51452717355,253.781131604724,2578.16777960202,23.81,121.08,23.2945,120.592666666667,-2.1,-0.008798,-0.510415026,71.6086599,1.08104178319522,-1.19574011939946,1.17628395851723
3795,6.43,81.0872566,85.4104537,224.7275,7.74,10,1,1,1,71,18,304.404249321793,2634.51452717355,235.597231062294,2584.92715876568,23.81,121.08,23.3526666666667,120.413833333333,-2.1,-0.008798,-0.510415026,81.0872566,1.11625559345239,-1.61508435460083,0.744972306412284
3796,6.43,109.6125532,114.772588,199.4681,7.74,10,1,1,1,71,19,304.404249321793,2634.51452717355,209.563758766246,2570.61903872176,23.81,121.08,23.2191666666667,120.162166666667,-2.1,-0.008798,-0.510415026,109.6125532,1.19214098770352,-1.73431858791117,0.65151877159215
3797,6.43,100.5639871,105.830392,196.0186,7.74,10,1,1,1,71,20,304.404249321793,2634.51452717355,221.311148933544,2569.7845482575,23.81,121.08,23.2136666666667,120.277,-2.1,-0.008798,-0.510415026,100.5639871,1.17161966673049,-1.75176335901921,0.434299657934547
3798,6.43,87.7824492,93.3473529,379.336835695971,7.74,10,1,1,1,71,22,304.404249321793,2634.51452717355,242.631344368301,2565.41899884923,23.81,121.08,23.177738720408,120.485889964851,-2.1,-0.008798,-0.510415026,87.7824492,1.13741976081318,-1.09154835278892,0.863139174393631
3799,6.43,99.7482101,105.963545,570.0171,7.74,10,1,1,1,71,25,304.404249321793,2634.51452717355,240.713161997152,2550.65116116989,23.81,121.08,23.0441666666667,120.469666666667,-2.1,-0.008798,-0.510415026,99.7482101,1.16963658500231,-0.684306551327781,1.32606249630454
3800,6.43,47.7825098,48.6719304,408.4967,7.74,10,1,1,1,71,27,304.404249321793,2634.51452717355,256.982901424657,2629.17668618989,23.81,121.08,23.7553333333333,120.615666666667,-2.1,-0.008798,-0.510415026,47.7825098,0.94650235934991,-1.01748907577433,1.45387561710542
3801,6.43,55.7671097,57.6815595,276.4977,7.74,10,1,1,1,71,28,304.404249321793,2634.51452717355,247.559657372149,2631.77573429644,23.81,121.08,23.7773333333333,120.522833333333,-2.1,-0.008798,-0.510415026,55.7671097,1.00163776316685,-1.40777040904261,1.12470695141962
3802,6.43,65.0412955,67.9533746,220.6369,7.74,10,1,1,1,71,29,304.404249321793,2634.51452717355,237.063136166893,2634.08675177821,23.81,121.08,23.7965,120.4195,-2.1,-0.008798,-0.510415026,65.0412955,1.0519069018621,-1.63345454779636,0.398136631770335
3803,6.43,81.4761476,84.8652438,209.4952,7.74,10,1,1,1,71,30,304.404249321793,2634.51452717355,220.127732133577,2629.36149430564,23.81,121.08,23.751,120.254333333333,-2.1,-0.008798,-0.510415026,81.4761476,1.1175595025162,-1.68527208430118,0.793976262761809
3804,6.43,58.9348249,60.2908589,541.6629,7.74,10,1,1,1,71,32,304.404249321793,2634.51452717355,248.72232561435,2613.48990894129,23.81,121.08,23.6125,120.537333333333,-2.1,-0.008798,-0.510415026,58.9348249,1.020222396397,-0.73532905948099,0.729432276852432
3805,6.43,63.0668259,64.2836272,207.8786,7.74,10,1,1,1,71,33,304.404249321793,2634.51452717355,243.318647130486,2616.85306873381,23.81,121.08,23.642,120.483833333333,-2.1,-0.008798,-0.510415026,63.0668259,1.04220167530233,-1.69301865624343,1.15254224951516
3806,6.43,81.7038121,83.9635128,192.5669,7.74,10,1,1,1,71,35,304.404249321793,2634.51452717355,224.607321975058,2609.99076937854,23.81,121.08,23.577,120.301833333333,-2.1,-0.008798,-0.510415026,81.7038121,1.11831827154346,-1.76952928588643,0.370295855553343
3807,6.43,89.9413436,92.6424035,193.3239,7.74,10,1,1,1,71,36,304.404249321793,2634.51452717355,216.713907095483,2605.94831702826,23.81,121.08,23.5391666666667,120.225333333333,-2.1,-0.008798,-0.510415026,89.9413436,1.14371446014097,-1.7656058911279,0.673114441389444
3808,6.43,57.5049869,60.1857677,554.221319046739,7.74,10,1,1,1,71,38,304.404249321793,2634.51452717355,254.093693790749,2603.0010608122,23.81,121.08,23.5186666666667,120.591666666667,-2.1,-0.008798,-0.510415026,57.5049869,1.01203455543206,-0.712408811870981,0.930100957823728
3809,6.43,78.8232299,81.5725831,195.1495,7.74,10,1,1,1,71,42,304.404249321793,2634.51452717355,229.526999327804,2603.50786952081,23.81,121.08,23.5193333333333,120.351166666667,-2.1,-0.008798,-0.510415026,78.8232299,1.10846261277651,-1.75620698021474,0.535936296697887
3810,6.43,67.1477996,71.5562847,252.29,7.74,10,1,1,1,71,45,304.404249321793,2634.51452717355,253.809920914971,2585.01859270184,23.81,121.08,23.3563333333333,120.591833333333,-2.1,-0.008798,-0.510415026,67.1477996,1.0617514195804,-1.49939369219961,0.0884500422187231
3811,6.43,100.4691364,104.5475232,192.6659,7.74,10,1,1,1,71,47,304.404249321793,2634.51452717355,210.938477397671,2588.54821552565,23.81,121.08,23.3811666666667,120.172166666667,-2.1,-0.008798,-0.510415026,100.4691364,1.17139032216638,-1.76901531094879,0.444338656999316
3812,6.43,69.883682,73.0032752,446.4618,7.74,10,1,1,1,71,49,304.404249321793,2634.51452717355,241.717016564104,2598.41202403386,23.81,121.08,23.4753333333333,120.471333333333,-2.1,-0.008798,-0.510415026,69.883682,1.07381799687517,-0.928619069361122,1.17852977599605
3813,6.43,70.4666884,73.3864084,183.5174,7.74,10,1,1,1,71,50,304.404249321793,2634.51452717355,240.117978393025,2600.4718745303,23.81,121.08,23.4936666666667,120.455333333333,-2.1,-0.008798,-0.510415026,70.4666884,1.07629135039017,-1.81766342581888,1.44749180891052
3814,6.43,85.5017616,90.398577,463.250203608814,7.74,10,1,1,1,71,53,304.404249321793,2634.51452717355,235.632334640933,2576.77405879453,23.81,121.08,23.2791,120.4156,-2.1,-0.008798,-0.510415026,85.5017616,1.13050296457434,-0.891705607018479,0.67260124245464
