rsn,eqid,ssn,eqLat,eqLon,staLat,staLon,eqX,eqY,staX,staY,UTMzone,nerg_mu,res_tot,res_between,res_within
1354,45,158,24.1493,121.7182,23.99,121.6313,369.770317918432,2671.3523235039,360.773914173232,2654.01706401668,51N,-14.322476960496207,13.257987834841536,-0.5357709074961969,13.793758742337733
1355,45,159,24.1493,121.7182,23.98,121.5985,369.770317918432,2671.3523235039,357.415365784738,2652.22276041727,51N,-8.415453699125784,7.874915640773517,-0.5357709074961969,8.410686548269714
1356,45,160,24.1493,121.7182,23.97,121.6057,369.770317918432,2671.3523235039,358.139833759649,2651.73567497707,51N,-10.316601630762216,9.669883522941356,-0.5357709074961969,10.205654430437553
1357,45,161,24.1493,121.7182,23.97,121.5627,369.770317918432,2671.3523235039,353.766264065052,2651.96417303129,51N,-15.581822388591121,15.12436959774073,-0.5357709074961969,15.660140505236926
1358,45,162,24.1493,121.7182,23.96,121.5685,369.770317918432,2671.3523235039,354.348961919757,2650.88767862684,51N,-14.528618044230381,13.889023051028122,-0.5357709074961969,14.424793958524319
1359,45,163,24.1493,121.7182,23.95,121.547,369.770317918432,2671.3523235039,352.143976937662,2649.2489917751,51N,-19.66973794419323,19.25816494509008,-0.5357709074961969,19.793935852586277
1360,45,164,24.1493,121.7182,23.9,121.5325,369.770317918432,2671.3523235039,350.618203895656,2644.44718490029,51N,-18.76246023715884,17.77329990102704,-0.5357709074961969,18.309070808523238
1361,45,169,24.1493,121.7182,24.08,121.6045,369.770317918432,2671.3523235039,358.141939854137,2663.91785351052,51N,-12.95727629745855,12.718208291050974,-0.5357709074961969,13.25397919854717
1362,45,171,24.1493,121.7182,24.16,121.6522,369.770317918432,2671.3523235039,363.073769491933,2672.78477165624,51N,-12.478555470924357,12.210445777946669,-0.5357709074961969,12.746216685442866
1363,45,172,24.1493,121.7182,24.12,121.6245,369.770317918432,2671.3523235039,360.215454625584,2667.99504756976,51N,-11.05301724752886,11.005752571518514,-0.5357709074961969,11.54152347901471
1364,45,173,24.1493,121.7182,24.05,121.5985,369.770317918432,2671.3523235039,357.501550828712,2660.87865833137,51N,-11.789842585055858,11.473253427168649,-0.5357709074961969,12.009024334664845
1365,45,174,24.1493,121.7182,24.01,121.6095,369.770317918432,2671.3523235039,358.577071075333,2656.51191786295,51N,-9.987035803923174,9.75338945155887,-0.5357709074961969,10.289160359055067
1366,45,175,24.1493,121.7182,23.94,121.5777,369.770317918432,2671.3523235039,355.250708708154,2647.79608329941,51N,-11.044874767389278,10.464520300135195,-0.5357709074961969,11.000291207631392
1367,45,202,24.1493,121.7182,24.18,121.516,369.770317918432,2671.3523235039,349.257627752999,2674.71506104877,51N,-33.36788795127855,33.5954381176021,-0.5357709074961969,34.1312090250983
1368,45,260,24.1493,121.7182,24.43,121.749,369.770317918432,2671.3523235039,373.174958808064,2701.9461237268,51N,-14.859955651161357,16.049927266012297,-0.5357709074961969,16.585698173508494
1369,45,272,24.1493,121.7182,24.47,121.8008,369.770317918432,2671.3523235039,378.469136529675,2706.38447720083,51N,-20.188148298075966,20.70808693672201,-0.5357709074961969,21.24385784421821
1370,45,274,24.1493,121.7182,24.47,121.7852,369.770317918432,2671.3523235039,376.88835775919,2707.21040626115,51N,-15.006663602640044,15.222210008774123,-0.5357709074961969,15.75798091627032
1371,45,275,24.1493,121.7182,24.47,121.7777,369.770317918432,2671.3523235039,376.125292674908,2706.88489237379,51N,-13.90144100231283,14.589828280349657,-0.5357709074961969,15.125599187845854
1372,45,276,24.1493,121.7182,24.45,121.7783,369.770317918432,2671.3523235039,376.167929336539,2704.06049594805,51N,-11.261401403803669,11.689088836048098,-0.5357709074961969,12.224859743544295
1373,46,216,24.688,121.724,24.74,121.7907,370.908964881998,2731.00161167108,377.708456161092,2737.08659666811,51N,-6.623577940550937,6.173289305061077,-0.10612122666733888,6.279410531728416
1374,46,217,24.688,121.724,24.7,121.8127,370.908964881998,2731.00161167108,379.888583374723,2731.89925013894,51N,-7.045825895771381,6.629302278435781,-0.10612122666733888,6.73542350510312
1375,46,218,24.688,121.724,24.64,121.8327,370.908964881998,2731.00161167108,381.858143361937,2725.55131101045,51N,-4.177409668242056,3.713900938941418,-0.10612122666733888,3.820022165608757
1376,46,220,24.688,121.724,24.71,121.7707,370.908964881998,2731.00161167108,375.649677906821,2733.08101958673,51N,-2.638412277521727,2.482797057599931,-0.10612122666733888,2.58891828426727
1377,46,224,24.688,121.724,24.73,121.7377,370.908964881998,2731.00161167108,372.338674657115,2736.08294334918,51N,-9.34862549631903,9.486159802668608,-0.10612122666733888,9.592281029335947
1378,46,225,24.688,121.724,24.69,121.7272,370.908964881998,2731.00161167108,371.234162908954,2731.51543009726,51N,-5.7171412179798695,6.208241515710651,-0.10612122666733888,6.31436274237799
1379,46,226,24.688,121.724,24.78,121.6992,370.908964881998,2731.00161167108,368.492079476354,2741.10285588708,51N,-10.083453157155164,10.562902131092825,-0.10612122666733888,10.669023357760164
1380,46,227,24.688,121.724,24.75,121.6907,370.908964881998,2731.00161167108,367.599805749976,2737.67799877943,51N,-4.844927242355838,4.0456115402237645,-0.10612122666733888,4.1517327668911035
1381,46,228,24.688,121.724,24.72,121.6887,370.908964881998,2731.00161167108,367.365369537244,2734.3207131128,51N,-6.608284753317459,5.595312402013999,-0.10612122666733888,5.701433628681338
1382,46,230,24.688,121.724,24.64,121.6955,370.908964881998,2731.00161167108,367.976578917607,2725.89767206948,51N,-4.158365536964871,3.985500256220458,-0.10612122666733888,4.091621482887796
1383,46,237,24.688,121.724,24.67,121.7728,370.908964881998,2731.00161167108,375.835338281531,2729.33233035554,51N,-6.4319900868032365,5.927568041999383,-0.10612122666733888,6.033689268666722
1384,46,240,24.688,121.724,24.77,121.7543,370.908964881998,2731.00161167108,374.062011304514,2740.20187309585,51N,-8.58939986162273,7.2855845387138505,-0.10612122666733888,7.3917057653811895
1385,46,242,24.688,121.724,24.6,121.8407,370.908964881998,2731.00161167108,382.628193683993,2720.83809781521,51N,-3.29334460466049,4.259707378210483,-0.10612122666733888,4.365828604877822
1386,46,247,24.688,121.724,24.79,121.7595,370.908964881998,2731.00161167108,374.60066806838,2741.98745654795,51N,-11.430219468595233,10.417646246194733,-0.10612122666733888,10.523767472862072
1387,46,249,24.688,121.724,24.72,121.744,370.908964881998,2731.00161167108,372.964851828356,2734.50820806181,51N,-7.036536329248576,7.700427142260355,-0.10612122666733888,7.806548368927694
1388,46,251,24.688,121.724,24.77,121.7988,370.908964881998,2731.00161167108,378.562411791493,2740.27235289086,51N,-8.32582720207946,8.244208409108593,-0.10612122666733888,8.350329635775932
1389,46,252,24.688,121.724,24.72,121.8003,370.908964881998,2731.00161167108,378.665212857932,2734.69707245462,51N,-7.780716006208599,7.506223104694314,-0.10612122666733888,7.612344331361653
1390,46,254,24.688,121.724,24.63,121.7437,370.908964881998,2731.00161167108,372.836680240436,2724.19112861273,51N,-5.286315827986334,5.53410062895185,-0.10612122666733888,5.640221855619189
1391,46,255,24.688,121.724,24.65,121.7625,370.908964881998,2731.00161167108,374.769907603007,2727.14536591992,51N,-1.175342765630968,0.6811542819385541,-0.10612122666733888,0.787275508605893
1392,46,256,24.688,121.724,24.66,121.7423,370.908964881998,2731.00161167108,372.740572458852,2728.43742879777,51N,-5.391117357691537,5.728284304707765,-0.10612122666733888,5.834405531375104
1393,46,258,24.688,121.724,24.76,121.7698,370.908964881998,2731.00161167108,375.622591385319,2739.44940441506,51N,-6.534213184733183,6.8362762630319445,-0.10612122666733888,6.9423974896992835
1394,46,259,24.688,121.724,24.76,121.7563,370.908964881998,2731.00161167108,374.256679854704,2739.36946581363,51N,-5.855811042072431,4.730393819726941,-0.10612122666733888,4.83651504639428
1395,46,261,24.688,121.724,24.72,121.6828,370.908964881998,2731.00161167108,366.775644832574,2734.36328836092,51N,-8.329595097684559,7.949792840463595,-0.10612122666733888,8.055914067130933
1396,46,265,24.688,121.724,24.74,121.8162,370.908964881998,2731.00161167108,380.280793681105,2736.30732601792,51N,-7.859720149804439,7.299130317915839,-0.10612122666733888,7.405251544583178
1397,46,266,24.688,121.724,24.76,121.8143,370.908964881998,2731.00161167108,380.116802559516,2738.78213166089,51N,-7.06514887019509,6.25891013164396,-0.10612122666733888,6.365031358311299
1398,46,268,24.688,121.724,24.67,121.7575,370.908964881998,2731.00161167108,374.285090711619,2729.49394615557,51N,-2.89273070122071,2.705906652340523,-0.10612122666733888,2.812027879007862
1399,46,269,24.688,121.724,24.67,121.8297,370.908964881998,2731.00161167108,381.578872991471,2728.41464106605,51N,-2.880755772426003,3.234758246943525,-0.10612122666733888,3.340879473610864
1400,47,413,25.1253,121.567,25.13,121.4668,355.533681839364,2779.58933975223,345.434659473336,2779.75943667433,51N,2.3084093770773366,-2.5147461256869548,-0.06789728240689072,-2.446848843280064
1401,47,416,25.1253,121.567,25.11,121.4828,355.533681839364,2779.58933975223,347.022202827783,2777.45225486561,51N,0.4177272776342482,0.49908524029613577,-0.06789728240689072,0.5669825227030265
1402,47,417,25.1253,121.567,25.11,121.5152,355.533681839364,2779.58933975223,350.283091464471,2777.43446276674,51N,2.391341810067745,-1.762975476307399,-0.06789728240689072,-1.6950781939005084
1403,47,418,25.1253,121.567,25.09,121.5152,355.533681839364,2779.58933975223,350.269289670568,2776.17925037884,51N,-0.28413543466876545,0.06256778962848444,-0.06789728240689072,0.13046507203537516
1404,47,420,25.1253,121.567,25.08,121.581,355.533681839364,2779.58933975223,356.891763410185,2774.48351967851,51N,4.126638152374733,-4.991349864221492,-0.06789728240689072,-4.923452581814601
1405,47,421,25.1253,121.567,25.07,121.4778,355.533681839364,2779.58933975223,346.468059259816,2773.02772833703,51N,0.27203496807476046,-0.47855705829533446,-0.06789728240689072,-0.4106597758884437
1406,47,422,25.1253,121.567,25.06,121.4967,355.533681839364,2779.58933975223,348.35727887476,2772.04660351951,51N,1.9373317810640494,-1.6006605642889444,-0.06789728240689072,-1.5327632818820538
1407,47,423,25.1253,121.567,25.05,121.5168,355.533681839364,2779.58933975223,350.388972289138,2771.76571751582,51N,-0.6987892558603717,0.6296262111713329,-0.06789728240689072,0.6975234935782236
1408,47,425,25.1253,121.567,25.06,121.5522,355.533681839364,2779.58933975223,353.956403104545,2771.98551999281,51N,4.805749886842405,-5.297827158578296,-0.06789728240689072,-5.229929876171405
1409,47,430,25.1253,121.567,25.04,121.5343,355.533681839364,2779.58933975223,352.134700415183,2769.91905444656,51N,-2.0202597796092636,1.8649024580866116,-0.06789728240689072,1.9327997404935022
1410,47,431,25.1253,121.567,25.04,121.552,355.533681839364,2779.58933975223,353.914700124463,2769.6599056718,51N,0.6805146440822343,-0.39872586663137927,-0.06789728240689072,-0.3308285842244886
1411,47,452,25.1253,121.567,25.13,121.464,355.533681839364,2779.58933975223,345.148554188727,2779.72576772033,51N,1.227004906552601,-1.325579926044,-0.06789728240689072,-1.2576826436371094
1412,47,504,25.1253,121.567,25.14,121.4832,355.533681839364,2779.58933975223,347.100021334224,2781.3836939121,51N,1.64318729842857,-1.923557466250666,-0.06789728240689072,-1.8556601838437754
1413,47,508,25.1253,121.567,25.1,121.5477,355.533681839364,2779.58933975223,353.554791519716,2776.86350587752,51N,4.396232111529909,-3.8626887962218914,-0.06789728240689072,-3.794791513815001
1414,47,509,25.1253,121.567,25.03,121.5201,355.533681839364,2779.58933975223,350.694291404073,2769.52484756792,51N,-1.2734658263432106,1.7723909383963437,-0.06789728240689072,1.8402882208032343
1415,47,510,25.1253,121.567,25.03,121.5202,355.533681839364,2779.58933975223,350.700635755733,2769.5100547042,51N,0.31428307970772007,-0.301913419239571,-0.06789728240689072,-0.23401613683268027
1416,48,64,23.0545,120.7875,23.07,120.519,273.311424520571,2551.26749739026,245.827986404636,2553.94310500451,51N,-22.926734536108317,22.99125681568247,-0.09272002710649818,23.083976842788967
1417,48,104,23.0545,120.7875,23.24,120.6223,273.311424520571,2551.26749739026,256.724550655783,2572.5053018628,51N,-15.871398863226599,15.571429010329037,-0.09272002710649818,15.664149037435536
1418,48,328,23.0545,120.7875,23.08,120.5908,273.311424520571,2551.26749739026,253.200547723949,2554.44758363383,51N,-12.84402065435269,12.417632673313692,-0.09272002710649818,12.51035270042019
1419,48,335,23.0545,120.7875,23.28,120.7205,273.311424520571,2551.26749739026,266.829290378218,2575.96234802375,51N,-13.674387175007,12.909715942742823,-0.09272002710649818,13.002435969849321
1420,48,350,23.0545,120.7875,22.89,120.6647,273.311424520571,2551.26749739026,260.424082784505,2532.78112901034,51N,-27.244246984912728,28.4396254592915,-0.09272002710649818,28.532345486397997
1421,48,410,23.0545,120.7875,23.16,120.7657,273.311424520571,2551.26749739026,271.253692975577,2563.06052897881,51N,-2.0244732554119156,2.2422559716058736,-0.09272002710649818,2.334975998712372
1422,49,27,23.6237,120.605,23.76,120.6157,255.650258646339,2614.61323153463,256.982901424657,2629.17668618989,51N,-13.573608072045623,13.7156171592799,0.26461476287725094,13.451002396402648
1423,49,31,23.6237,120.605,23.63,120.6157,255.650258646339,2614.61323153463,256.752141996993,2615.38521361911,51N,-3.4532126018103977,5.813380000661107,0.26461476287725094,5.548765237783856
1424,49,32,23.6237,120.605,23.61,120.5373,255.650258646339,2614.61323153463,248.72232561435,2613.48990894129,51N,-4.678125223937969,5.132060069203348,0.26461476287725094,4.867445306326097
1425,49,38,23.6237,120.605,23.52,120.5917,255.650258646339,2614.61323153463,254.093693790749,2603.0010608122,51N,-10.422048562453286,10.553002193322165,0.26461476287725094,10.288387430444914
1426,49,83,23.6237,120.605,23.6,120.6768,255.650258646339,2614.61323153463,262.934081821093,2611.55308205982,51N,-3.241756189203209,2.9973595913629123,0.26461476287725094,2.7327448284856612
1427,49,103,23.6237,120.605,23.68,120.5703,255.650258646339,2614.61323153463,252.22661630646,2621.4082028427,51N,-1.1256066681041892,2.0334998081707214,0.26461476287725094,1.7688850452934703
1428,50,64,22.9873,120.6507,23.07,120.519,259.170407527368,2544.04279279673,245.827986404636,2553.94310500451,51N,-25.94486353348586,25.752227242595122,0.523489630522364,25.22873761207276
1429,50,328,22.9873,120.6507,23.08,120.5908,259.170407527368,2544.04279279673,253.200547723949,2554.44758363383,51N,-28.267133164784056,27.754826817662263,0.523489630522364,27.2313371871399
1430,50,349,22.9873,120.6507,22.98,120.5443,259.170407527368,2544.04279279673,248.241100794719,2542.96981822934,51N,-16.45668980934053,16.13099181427723,0.523489630522364,15.607502183754866
1431,50,350,22.9873,120.6507,22.89,120.6647,259.170407527368,2544.04279279673,260.424082784505,2532.78112901034,51N,-31.276731902363352,31.41755241226991,0.523489630522364,30.894062781747547
1432,51,5,23.5023,120.6612,23.72,120.4205,261.166702606504,2601.0706396179,237.006230042357,2625.3327449085,51N,-14.768056044541861,14.754971129840907,0.25311873014461006,14.501852399696297
1433,51,6,23.5023,120.6612,23.71,120.5385,261.166702606504,2601.0706396179,249.037014077006,2624.82422562571,51N,-13.263618516571423,13.904316393854772,0.25311873014461006,13.651197663710162
1434,51,9,23.5023,120.6612,23.58,120.5602,261.166702606504,2601.0706396179,250.990737657192,2609.79430803052,51N,-7.799478794772647,8.096472381931468,0.25311873014461006,7.843353651786858
1435,51,12,23.5023,120.6612,23.47,120.4163,261.166702606504,2601.0706396179,236.091308437662,2598.21655353465,51N,-18.329935166080396,18.77745611275098,0.25311873014461006,18.52433738260637
1436,51,14,23.5023,120.6612,23.48,120.6543,261.166702606504,2601.0706396179,260.430315109587,2598.94421306058,51N,-3.5418281335209314,4.364266134726192,0.25311873014461006,4.1111474045815815
1437,51,16,23.5023,120.6612,23.36,120.2738,261.166702606504,2601.0706396179,221.28405659463,2585.5782755478,51N,-18.110126432225933,18.51404906805877,0.25311873014461006,18.26093033791416
1438,51,18,23.5023,120.6612,23.35,120.4138,261.166702606504,2601.0706396179,235.597231062294,2584.92715876568,51N,-21.20772728348849,21.507039542169693,0.25311873014461006,21.253920812025083
1439,51,25,23.5023,120.6612,23.04,120.4697,261.166702606504,2601.0706396179,240.713161997152,2550.65116116989,51N,-54.77099142716703,56.08606418786578,0.25311873014461006,55.83294545772117
1440,51,27,23.5023,120.6612,23.76,120.6157,261.166702606504,2601.0706396179,256.982901424657,2629.17668618989,51N,-22.354508140980766,22.289692927612002,0.25311873014461006,22.03657419746739
1441,51,28,23.5023,120.6612,23.78,120.5228,261.166702606504,2601.0706396179,247.559657372149,2631.77573429644,51N,-17.870246461856542,17.975247387458204,0.25311873014461006,17.722128657313593
1442,51,31,23.5023,120.6612,23.63,120.6157,261.166702606504,2601.0706396179,256.752141996993,2615.38521361911,51N,-7.472720496658125,8.064264974640563,0.25311873014461006,7.811146244495953
1443,51,32,23.5023,120.6612,23.61,120.5373,261.166702606504,2601.0706396179,248.72232561435,2613.48990894129,51N,-10.874239264789201,10.795634497123292,0.25311873014461006,10.542515766978681
1444,51,35,23.5023,120.6612,23.58,120.3018,261.166702606504,2601.0706396179,224.607321975058,2609.99076937854,51N,-28.257906442778335,28.14186633429632,0.25311873014461006,27.88874760415171
1445,51,36,23.5023,120.6612,23.54,120.2253,261.166702606504,2601.0706396179,216.713907095483,2605.94831702826,51N,-46.31047670334868,46.60453378918132,0.25311873014461006,46.35141505903671
1446,51,37,23.5023,120.6612,23.52,120.5525,261.166702606504,2601.0706396179,250.096648397375,2603.29030742947,51N,-4.502198268213307,4.708625386524628,0.25311873014461006,4.455506656380018
1447,51,40,23.5023,120.6612,23.55,120.4292,261.166702606504,2601.0706396179,237.565176883194,2607.25882061375,51N,-15.770759565668385,16.224809732825506,0.25311873014461006,15.971691002680895
1448,51,42,23.5023,120.6612,23.52,120.3512,261.166702606504,2601.0706396179,229.526999327804,2603.50786952081,51N,-19.96871253212521,20.11665844928152,0.25311873014461006,19.86353971913691
1449,51,43,23.5023,120.6612,23.42,120.6419,261.166702606504,2601.0706396179,259.053395455573,2592.46680572155,51N,-7.669311686413934,7.842308840784696,0.25311873014461006,7.589190110640086
1450,51,46,23.5023,120.6612,23.4,120.3363,261.166702606504,2601.0706396179,227.776646936012,2590.85063966935,51N,-12.970082831780296,13.380306468849142,0.25311873014461006,13.127187738704531
1451,51,49,23.5023,120.6612,23.48,120.4713,261.166702606504,2601.0706396179,241.717016564104,2598.41202403386,51N,-10.08669645814037,10.933835419717596,0.25311873014461006,10.680716689572986
1452,51,50,23.5023,120.6612,23.49,120.4553,261.166702606504,2601.0706396179,240.117978393025,2600.4718745303,51N,-8.504603460910893,9.18405881316887,0.25311873014461006,8.93094008302426
1453,51,51,23.5023,120.6612,23.47,120.4453,261.166702606504,2601.0706396179,239.05093401647,2597.94202287656,51N,-10.102813608944063,11.339737312973412,0.25311873014461006,11.086618582828802
1454,51,52,23.5023,120.6612,23.37,120.3667,261.166702606504,2601.0706396179,230.798640073427,2586.43607411205,51N,-17.248306267873158,17.52868913321197,0.25311873014461006,17.27557040306736
1455,51,55,23.5023,120.6612,23.29,120.5087,261.166702606504,2601.0706396179,245.176336447261,2577.35827123036,51N,-21.70163797433609,21.987755349979377,0.25311873014461006,21.734636619834767
1456,51,56,23.5023,120.6612,23.29,120.3637,261.166702606504,2601.0706396179,230.331899349924,2577.67116975551,51N,-30.259230057313513,30.56944902328602,0.25311873014461006,30.31633029314141
1457,51,57,23.5023,120.6612,23.31,120.3175,261.166702606504,2601.0706396179,225.6468738684,2579.89982667327,51N,-20.976015528965164,21.35719348057253,0.25311873014461006,21.10407475042792
1458,51,76,23.5023,120.6612,23.5,120.4325,261.166702606504,2601.0706396179,237.790266691436,2600.80881506862,51N,-15.56888830335073,16.17663120876709,0.25311873014461006,15.92351247862248
1459,51,77,23.5023,120.6612,23.51,120.8133,261.166702606504,2601.0706396179,276.717773125609,2601.49402336014,51N,-5.399646941449078,4.817351867918601,0.25311873014461006,4.564233137773991
1460,51,83,23.5023,120.6612,23.6,120.6768,261.166702606504,2601.0706396179,262.934081821093,2611.55308205982,51N,-2.1718452188468484,2.3097088422596053,0.25311873014461006,2.0565901121149954
1461,51,86,23.5023,120.6612,23.72,120.5858,261.166702606504,2601.0706396179,253.878640022898,2625.55392305049,51N,-16.68618051545937,17.12676245218087,0.25311873014461006,16.87364372203626
1462,51,89,23.5023,120.6612,23.35,120.594,261.166702606504,2601.0706396179,254.0222868853,2584.46103930784,51N,-13.512553334782027,13.182461669946507,0.25311873014461006,12.929342939801897
1463,51,90,23.5023,120.6612,23.38,120.5298,261.166702606504,2601.0706396179,247.517869234475,2587.98738958685,51N,-13.303951058803458,13.453683624705327,0.25311873014461006,13.200564894560717
1464,51,91,23.5023,120.6612,23.34,120.438,261.166702606504,2601.0706396179,238.053065152879,2583.97839671539,51N,-20.46184465709455,20.554285000969813,0.25311873014461006,20.301166270825203
1465,51,94,23.5023,120.6612,23.79,120.4862,261.166702606504,2601.0706396179,243.84401020877,2633.11542823705,51N,-20.59601358113835,20.7605755312275,0.25311873014461006,20.50745680108289
1466,51,97,23.5023,120.6612,23.46,120.3307,261.166702606504,2601.0706396179,227.302323304843,2596.53003810706,51N,-23.65102653615485,24.25488485953271,0.25311873014461006,24.0017661293881
1467,51,104,23.5023,120.6612,23.24,120.6223,261.166702606504,2601.0706396179,256.724550655783,2572.5053018628,51N,-19.941403745000237,20.080857324917414,0.25311873014461006,19.827738594772804
1468,51,105,23.5023,120.6612,23.7,120.539,261.166702606504,2601.0706396179,249.058660353448,2623.12472779382,51N,-14.143600834334896,14.773873696680921,0.25311873014461006,14.52075496653631
1469,51,107,23.5023,120.6612,23.55,120.3453,261.166702606504,2601.0706396179,229.003545583526,2607.43342151814,51N,-25.252103228871754,25.343478635947996,0.25311873014461006,25.090359905803385
1470,51,108,23.5023,120.6612,23.44,120.4147,261.166702606504,2601.0706396179,235.848647129842,2594.19447605021,51N,-13.347152004065743,13.780150623579653,0.25311873014461006,13.527031893435042
1471,51,109,23.5023,120.6612,23.3,120.2992,261.166702606504,2601.0706396179,223.754332452716,2579.04840827148,51N,-20.174684708536105,20.730756092635854,0.25311873014461006,20.477637362491244
1472,51,335,23.5023,120.6612,23.28,120.7205,261.166702606504,2601.0706396179,266.829290378218,2575.96234802375,51N,-19.622156900065917,19.466707366595568,0.25311873014461006,19.213588636450957
1473,51,601,23.5023,120.6612,23.81,120.8537,261.166702606504,2601.0706396179,281.340944589643,2634.90045951856,51N,-38.20698059288234,38.03986997463388,0.25311873014461006,37.786751244489274
1474,51,652,23.5023,120.6612,23.88,120.6925,261.166702606504,2601.0706396179,265.035263181172,2642.46930224865,51N,-29.130792726540047,29.34044311831883,0.25311873014461006,29.08732438817422
1475,52,9,23.5203,120.6915,23.58,120.5602,264.294096801119,2603.01438639786,250.990737657192,2609.79430803052,51N,-7.425218748170565,8.027695251409225,0.7107328772346755,7.31696237417455
1476,52,14,23.5203,120.6915,23.48,120.6543,264.294096801119,2603.01438639786,260.430315109587,2598.94421306058,51N,-3.8375225054192956,4.839234494926486,0.7107328772346755,4.128501617691811
1477,52,31,23.5203,120.6915,23.63,120.6157,264.294096801119,2603.01438639786,256.752141996993,2615.38521361911,51N,-6.473580490885895,6.970659591778824,0.7107328772346755,6.259926714544148
1478,52,32,23.5203,120.6915,23.61,120.5373,264.294096801119,2603.01438639786,248.72232561435,2613.48990894129,51N,-9.996261797789446,10.219556862365964,0.7107328772346755,9.508823985131288
1479,52,37,23.5203,120.6915,23.52,120.5525,264.294096801119,2603.01438639786,250.096648397375,2603.29030742947,51N,-4.854262285772913,4.0671644306134995,0.7107328772346755,3.3564315533788243
1480,52,43,23.5203,120.6915,23.42,120.6419,264.294096801119,2603.01438639786,259.053395455573,2592.46680572155,51N,-8.116944285381198,7.86291476663377,0.7107328772346755,7.1521818893990945
1481,52,45,23.5203,120.6915,23.36,120.5918,264.294096801119,2603.01438639786,253.809920914971,2585.01859270184,51N,-11.574881304921101,10.602765028216583,0.7107328772346755,9.892032150981906
1482,52,49,23.5203,120.6915,23.48,120.4713,264.294096801119,2603.01438639786,241.717016564104,2598.41202403386,51N,-10.639833334532835,10.621498669871386,0.7107328772346755,9.91076579263671
1483,52,50,23.5203,120.6915,23.49,120.4553,264.294096801119,2603.01438639786,240.117978393025,2600.4718745303,51N,-8.961808761472795,8.992484919472744,0.7107328772346755,8.281752042238068
1484,52,51,23.5203,120.6915,23.47,120.4453,264.294096801119,2603.01438639786,239.05093401647,2597.94202287656,51N,-10.645866914947096,10.888525547588022,0.7107328772346755,10.177792670353346
1485,52,76,23.5203,120.6915,23.5,120.4325,264.294096801119,2603.01438639786,237.790266691436,2600.80881506862,51N,-16.00282004630511,15.502127953934037,0.7107328772346755,14.791395076699361
1486,52,77,23.5203,120.6915,23.51,120.8133,264.294096801119,2603.01438639786,276.717773125609,2601.49402336014,51N,-2.800351327815645,1.7818673697762748,0.7107328772346755,1.0711344925415993
1487,52,83,23.5203,120.6915,23.6,120.6768,264.294096801119,2603.01438639786,262.934081821093,2611.55308205982,51N,-0.5366905386581795,0.5423899575741502,0.7107328772346755,-0.16834291966052528
1488,52,86,23.5203,120.6915,23.72,120.5858,264.294096801119,2603.01438639786,253.878640022898,2625.55392305049,51N,-15.79784310302085,16.111680946559414,0.7107328772346755,15.400948069324738
1489,52,89,23.5203,120.6915,23.35,120.594,264.294096801119,2603.01438639786,254.0222868853,2584.46103930784,51N,-14.055057964717582,13.089484783653665,0.7107328772346755,12.378751906418989
1490,52,90,23.5203,120.6915,23.38,120.5298,264.294096801119,2603.01438639786,247.517869234475,2587.98738958685,51N,-14.069697673036071,14.225176101731673,0.7107328772346755,13.514443224496997
1491,52,105,23.5203,120.6915,23.7,120.539,264.294096801119,2603.01438639786,249.058660353448,2623.12472779382,51N,-14.16702584731542,14.901792098983925,0.7107328772346755,14.19105922174925
1492,52,746,23.5203,120.6915,23.68,120.5703,264.294096801119,2603.01438639786,252.226616306453,2621.4082028427,51N,-10.112985542381802,11.26125700130246,0.7107328772346755,10.550524124067785
1493,53,321,22.1297,121.1548,22.19,120.8782,309.686853027889,2448.33772838381,281.241903265522,2455.335506582,51N,-47.31873083078601,47.39239960204182,0.5089590978129999,46.88344050422882
1494,53,322,22.1297,121.1548,22.11,120.8746,309.686853027889,2448.33772838381,280.750226663325,2446.63207645564,51N,-44.70459312935473,45.486011454044686,0.5089590978129999,44.97705235623169
1495,53,324,22.1297,121.1548,21.91,120.8488,309.686853027889,2448.33772838381,277.781911738148,2424.77311876778,51N,-61.06588771204613,61.21670386782463,0.5089590978129999,60.70774477001163
1496,53,333,22.1297,121.1548,21.94,120.8137,309.686853027889,2448.33772838381,274.190509512502,2427.81455426746,51N,-65.66189492350466,65.03760426276236,0.5089590978129999,64.52864516494935
1497,53,706,22.1297,121.1548,22.36,120.9035,309.686853027889,2448.33772838381,284.107050855488,2473.71639276893,51N,-61.99819939511771,61.769097400791324,0.5089590978129999,61.260138302978326
1498,54,146,23.7488,121.6587,23.97,121.6135,363.302938095264,2627.06011934137,358.941080692617,2652.15230054574,51N,-32.211059629338095,32.46520815283583,0.0016649659556116747,32.463543186880216
1499,54,148,23.7488,121.6587,23.6,121.5202,363.302938095264,2627.06011934137,349.009412453359,2610.51985415078,51N,-18.968847063578185,18.63290039974371,0.0016649659556116747,18.6312354337881
1500,54,151,23.7488,121.6587,23.66,121.4248,363.302938095264,2627.06011934137,339.35700532632,2617.54478306647,51N,-22.7056012987384,23.377683186362788,0.0016649659556116747,23.376018220407175
1501,54,153,23.7488,121.6587,23.99,121.6262,363.302938095264,2627.06011934137,360.242334550459,2653.41313648874,51N,-53.08443817904441,52.03656299829187,0.0016649659556116747,52.03489803233626
1502,54,154,23.7488,121.6587,23.99,121.603,363.302938095264,2627.06011934137,357.886232633918,2653.52858981504,51N,-26.79236311154877,26.49821905168344,0.0016649659556116747,26.496554085727826
